Tweet,Date Created
"Tracking the cops: A new open source database is collating background info on police and security force officers in Nigeria, Egypt, and Mexico @EmmanuelFreuden https://t.co/YwSOAbcSJ5",2018-03-31 13:09:00
"@GuardianNigeria Prayers does not build a Country 2b great, but selfless &amp; visionary Leadership. The missing link in Nigeria is sincerity towards doing that which is 2d  benefit of the Masses access 2good education, health, security &amp; improved standard of living. These are policies can do things",2018-03-31 12:58:12
Nigeria:Taraba State - We've Lost Faith in Federal Government's Security Deployments https://t.co/pYEOrRXIv0,2018-03-31 12:34:01
Why was the award given? Was it to thank his for building roads..hospital..schools and providing security for the citizens? What was it for.. Your family must have been paid to come to Nigeria and a fool out of yourselves.. Pls stay there don't come here to rub sale on injury https://t.co/5gOr0yj6Op,2018-03-31 12:19:28
"Nigeria:Illegal Arms Possession - Shoot at Sight, Gov. Yari Orders Security Agents https://t.co/AfLHooX0ex via @aidnews",2018-03-31 11:59:59
"Our security and intelligence agency in Nigeria has not taken off...
For every intelligence agencies must have local spotters on ground. https://t.co/PEjicvcGQJ",2018-03-31 11:58:05
"I think at this point it is safe to say herdsmen are attacking every ethnic group in this country. The security outfits in Nigeria cannot protect its citizens hence the clarion call by concerned individuals. Emir of Birnin Gwari has spoken too, add that to T.Y Danjuma’s.",2018-03-31 11:48:11
"Nigeria:Shoot, Kill Anyone Carrying Arms, Ammunition, Yari Orders Security Agents | Khalil Humam - https://t.co/KXxmlFBE1u",2018-03-31 11:44:24
#Ondo East Apc Crisis Deepens; Two Injured In Bloody Clash #Nigeria #Security https://t.co/vP13qUHaoc https://t.co/u9D0sqVV27,2018-03-31 11:39:42
Be very scared of moving freely and going to places you’re not really sure of in Nigeria. We live in a jungle! No security for normal citizens at all,2018-03-31 11:39:11
"Nigeria:Shoot, Kill Anyone Carrying Arms, Ammunition, Yari Orders Security Agents https://t.co/7MGomePjs9 https://t.co/XcMnm0uzXb",2018-03-31 11:36:48
"Nigeria:Shoot, Kill Anyone Carrying Arms, Ammunition, Yari Orders Security Agents https://t.co/Xk6FvavQTy",2018-03-31 11:32:31
"Retweeted The Guardian Nigeria (@GuardianNigeria):

Yoruba elders call on Buhari to sack the present security chiefs and immediately declare herdsmen as terrorists. 
https://t.co/HqyLJ1Olub https://t.co/DMowtf7Wal",2018-03-31 11:32:10
"Nigeria:Illegal Arms Possession - Shoot at Sight, Gov. Yari Orders Security Agents… https://t.co/6wDQ3pm2U2",2018-03-31 11:26:35
Am mad at all those that negotiated the dapchi girls release and forgot to negotiate for #LeahSharibu. I am mad at the security hierarchy of Nigeria and the presidency. I am mad that poor Leah Sharibu is spending Easter outside his family home &amp; under abduction. I am mad @Nigeria https://t.co/8oicMFntWF,2018-03-31 11:26:00
Nigeria:Taraba State - We've Lost Faith in Federal Government's Security Deployments https://t.co/TC0UUVUlyu https://t.co/ymvl82nfaH,2018-03-31 11:21:28
"@FailedRift @Saatah Now I stand with @BillGates narrative that d Nigeria govt must invest in its citizens particularly in d area of Education &amp; Health.
See how much pollution they are contributing daily 2d environment ignorantly. 
Head of security said its better 2waste than allow it enter d society",2018-03-31 11:20:51
"Nigeria:Illegal Arms Possession - Shoot at Sight, Gov. Yari Orders Security Agents https://t.co/vHUJ9xW2mz via @HumanityNews",2018-03-31 11:20:33
Nigeria:Taraba State - We've Lost Faith in Federal Government's Security Deployments https://t.co/1hX8IcOtBk,2018-03-31 11:17:30
"Nigeria: Illegal Arms Possession – Shoot at Sight, Gov. Yari Orders Security Agents https://t.co/8pvJidC3kp",2018-03-31 11:15:19
Nigeria:Taraba State - We've Lost Faith in Federal Government's Security Deployments | Khalil Humam - https://t.co/PAd3TVVmbr,2018-03-31 11:14:53
"@MBuhari @NGRPresident This is the same Naomi that was appearing at War Crimes Tribunal on stolen diamonds by Charles Taylor, that your security people could not screen and you had to do photo ops &amp; handshake with. You are Anti-corruption Czar of Nigeria?",2018-03-31 11:14:05
"@MayukuD @Lakwami @babaidris090 @bukolasaraki You lack understanding of how society is being governed sir.  If Nigeria security and intelligent outfits had not worked with Interpol in ibori case,  what could UK police have done?  Wise up,  this cheap attacks on personality is not what we need as a nation to grow",2018-03-31 11:03:02
"Sen Ibrahim Mantu: How PDP Used INEC, Security Agencies To Rig Elections: All… https://t.co/JmO9Ke6yXK  #nigeria",2018-03-31 10:59:49
"120 Arms Recovered In 2 Weeks - Nigeria Police In Rivers

https://t.co/9UHp7hSvwx",2018-03-31 10:50:47
"The major problem we have in this country is our metal up-bringing and the only people who has the power to set it right is the politicians of this country. Not just security, no one in Nigeria believes also in legitimacy..... @UrbanRadio945 @radiosbb1",2018-03-31 10:35:13
New Horizons: Utilising Ip As Security For Financing Transactions In Nigeria https://t.co/tErevbmHD6,2018-03-31 10:32:04
"Nigeria:Illegal Arms Possession - Shoot at Sight, Gov. Yari Orders Security Agents | Khalil Humam - https://t.co/zIblQww6cC",2018-03-31 10:29:26
"ALWAYS –ON SSL (AOSSL), AN IMPORTANT SECURITY TO CONSIDER BY COMPANY AND THOSE WHO https://t.co/WI4pNH4A0s #Nigeria,#lagos,#abuja,#website",2018-03-31 10:27:55
"Differences between us (Nigeria) and any other country we revere to live in are;
1. Aesthetics
2. Basic amenities
3. Welfare policies
4. Justice system
5. Security.

It's the same earth surface and nothing fell from the sky.

Can't we achieve this even at neighbourhood levels?",2018-03-31 10:27:43
"Nigeria:Illegal Arms Possession - Shoot at Sight, Gov. Yari Orders Security Agents https://t.co/GBRo4TJAnP",2018-03-31 10:21:11
"Nigeria:Illegal Arms Possession - Shoot at Sight, Gov. Yari Orders Security Agents https://t.co/ydWosnJ9aN https://t.co/XI2LunfxDE",2018-03-31 10:19:47
Moving security forward in Lagos state and Nigeria as a whole @Securitytips247 @lagostraffic961 @lagosstategov,2018-03-31 10:16:36
"Postcard: The Security Guard in Lagos, Nigeria: https://t.co/ExI13JZc7Z #Travel #Lagos #Nigeria",2018-03-31 10:10:06
"A President who should be SEEN meeting with security &amp; community leaders with the aim of dousing the tension and bloodletting in his country is SEEN bragging about taking a shot with @NaomiCampbell

What is the value of such PR stunt to Nigeria's present troubles?",2018-03-31 10:08:22
"#AfricanPlanet Easter: Pray for Nigeria&amp;#039;s socio-economic, security challenges, Omisore… https://t.co/IuA1XOHwBu",2018-03-31 09:58:11
107 killed in Nigeria this week alone? #SDGsSaturday Promoting PEACEFUL societies is an integral aspect of #SDG16 We pray for peace and security in Nigeria #sdgs https://t.co/Cm74LC2kNV,2018-03-31 09:40:17
Security risk! The collection of men and women who turned up for the jamboree in Lagos constitute a bigger security risk to Nigeria than the millions over whom they ride roughshod daily.                       Temitayo Fagbumi,2018-03-31 09:36:30
"We play too much in Nigeria. The President's presence in Lagos was a security risk hence the curtailed movement.

This is a man who does not have access codes to any nuclear facility or weapon.",2018-03-31 09:29:46
Vanguard News Nigeria https://t.co/KDZKur79V9,2018-03-31 09:18:13
"The rate at which Nigerians are being killed is a clear indication that Nigeria needs more security operatives. Also, the quality of the security services needs drastic improvement.",2018-03-31 09:12:46
"Nigeria:Illegal Arms Possession - Shoot at Sight, Gov. Yari Orders Security Agents… https://t.co/DOIg1gDyig",2018-03-31 09:11:17
"Solving security crisis in Nigeria requires State support to succeed, State AGs have the powers to prosecute and ensure those arrested by Fed agencies are brought before a Judge for their crimes, security votes should be used in an effective and efficient manner to compliment FG",2018-03-31 09:04:10
"@deeejerh Dangerous times in Nigeria. Our leaders tend to gloss over very important issues. A state of emergency should be declared in all th we trouble spots. It seems our armed forces are overwhelmed, we can involve international private security contractors.",2018-03-31 08:44:52
2019 polls: Security Agencies In Nigeria May Have Been Compromised – OBASANJO’S COALITION GROUP https://t.co/N4ONHqpj6C,2018-03-31 08:30:07
Nigeria IS A MODERN DAY SODOM AND GOMORRAH! EVERY TEN PEOPLE IN THE ZOO CALLED NIGERIA ( THREE ARE BEEN KILLED BY SECURITY FORCES ( TWO ARE BEEN KILLED FULANI HERDSMEN ( TWO ARE BEEN KILLED BY RITUALIST AND ONE ARE BEEN KILLED BY COMMON CRIMINAL! Nigeria IS HOSTILE ENVIRONMENT!,2018-03-31 08:21:19
@LagosTalks913 good morning Fela and faith. Fela what's your economic and security plan for nigeria. And how do you plan to restructure the educational system in Nigeria.,2018-03-31 08:19:05
"@seunonigbinde @Jani4Tijani As if the president's security team wouldn't have thrown her into the sea.

@MBuhari invited her to meet him, probably behind the back of @THISDAYLIVE that brought her to Nigeria. 

So undignified of the presidency if you ask me.",2018-03-31 08:14:40
"Wrote about brinkmanship, uncertainty in Nigeria in one of my recent essays

Or are they flying a kite? 👇

Heads of #Nigeria #security agencies express worry over alleged ongoing attempts by some groups to disrupt 2019 general elections
https://t.co/XKUI1Ywz6s
Via @MobilePunch https://t.co/PiAsctY1ID",2018-03-31 08:12:45
Northern Groups Seek Improved Security In The Region Northern groups have demanded for immediate and decisive steps to improve the security of lives and economic assets in the North by the... https://t.co/ideBAnPh5g,2018-03-31 08:10:09
https://t.co/aRd1jfjN2A - Nigeria's Premier Online Forum - Security Training Facilitator https://t.co/dMIEZyIB4e,2018-03-31 08:08:05
"When Thomas Hobbes described life as being ""nasty, brutish and short"", there is no iota of doubt in my mind that he had the current state of Nigeria's internal security as an exemplification.",2018-03-31 08:00:47
"Governor Yari orders security agents to shoot, kill anyone carrying arms, ammunition | https://t.co/unzQb63U51 https://t.co/3c0hrDkktF",2018-03-31 07:58:22
"Governor Yari orders security agents to shoot, kill anyone carrying arms, ammunition https://t.co/woNKe20ttp https://t.co/gGaHZq5ilS",2018-03-31 07:35:02
"Governor Yari orders security agents to shoot, kill anyone carrying arms, ammunition https://t.co/TEZfcLm7cN via todayng https://t.co/Gt0AzZqwhE",2018-03-31 07:33:12
"Governor Yari orders security agents to shoot, kill anyone carrying arms, ammunition https://t.co/qkT2FKJr4a via @todayng https://t.co/22QyDzsG2g",2018-03-31 07:32:50
Governor Ishaku: We’ve lost faith in federal government’s security apparatus https://t.co/Pmsbt5a1Kx via todayng https://t.co/qP5iaaa2Cp,2018-03-31 07:28:03
Governor Ishaku: We’ve lost faith in federal government’s security apparatus https://t.co/l1s5Dqi3oP https://t.co/FK1N3tHoqk,2018-03-31 07:27:45
Governor Ishaku: We’ve lost faith in federal government’s security apparatus https://t.co/9J3ahOkK9D via @todayng https://t.co/gRCOK26no3,2018-03-31 07:26:03
"Graduate Cyber Security Specialist at Deloitte Nigeria
Requisition code: NG148194SB
Location: Lagos
Business Unit: Risk Advisory
Click here to read more and apply: https://t.co/hoey5CeDjI",2018-03-31 07:24:59
2019: Security agencies serving a 'conspiratorial parochial agenda' - Obasanjo’s coalition - Daily Post Nigeria https://t.co/IoE6PtDAv0,2018-03-31 07:23:28
"2) is it necessary to have that number of cars in a convoy? Who are all the people in them? If they are all security personnel, can a few not do the job? #Nigeria #Abuja #securitymatters #presidentialmatters #citizenship",2018-03-31 07:11:00
"Governor Yari orders security agents to shoot, kill anyone carrying arms, ammunition https://t.co/slPnZwjtEr via todayng https://t.co/HqzXtj0wIe",2018-03-31 07:03:18
.@EmmanuelFreuden on an interesting new initiative to keep #security forces in check https://t.co/SpP3qZRe2K #Nigeria #police #Military,2018-03-31 07:00:16
‘The biggest challenge for security in Nigeria is the ‘Nigerian mind’ Read here https://t.co/v3Bzbu6AvT https://t.co/6mm1YpDfAh,2018-03-31 06:58:31
"CHRISTIAN YOUTHS DEMAND IMMEDIATE RELEASE OF LEAH
The southern Youth Wing of Christian Association of Nigeria (YOWICAN) yesterday pleaded with the Federal Government and the security agencies to adopt all necessary... https://t.co/FuGowyDKgL",2018-03-31 06:57:54
"Governor Yari orders security agents to shoot, kill anyone carrying arms, ammunition https://t.co/DTDIwakKZ0 via @todayng https://t.co/KN3Mcvv6IT",2018-03-31 06:52:02
"@AkinwunmiAmbode Which special status again. U dont want to be part of nigeria anymore or what? bros. 
1. Go and solve lagos refuse problem
2. Solve lagos traffic problem
3. Solve security problem
4. Brand lagos as a fully cosmopolitan place.. Which one be special status again?",2018-03-31 06:50:53
"Governor Yari orders security agents to shoot, kill anyone carrying arms, ammunition https://t.co/kyg9Lj2vVn https://t.co/vaOWJpzp7W",2018-03-31 06:41:02
Governor Ishaku: We’ve lost faith in federal government’s security apparatus https://t.co/dmhIByjRgc https://t.co/Pr5uy5IdiL,2018-03-31 06:41:01
Governor Ishaku: We’ve lost faith in federal government’s security apparatus https://t.co/VcVCdjq7zv https://t.co/E7qxeIWLCC,2018-03-31 06:38:02
"Easter: Pray for Nigeria’s socio-economic, security challenges, Omisore urges Nigerians https://t.co/T3MapQQ94b https://t.co/vxqkAu4Rqa",2018-03-31 06:36:50
"Easter: Pray for Nigeria's socio-economic, security challenges, Omisore urges Nigerians
AS Christians in nation celebrate this year's Easter season, deputy... https://t.co/T3MapQQ94b",2018-03-31 06:36:45
Security Manager - NIGERIA (All nations can apply/ Salary: USD 12K / month) https://t.co/POBDH4vmNm,2018-03-31 06:27:54
"@OkonkwoPerez I stand to be corrected. 
But no part of the work got better by playing the blame game. 
They all got involved. 
Involved in community development, social restructuring and welfare services, social security and many more. 
And again, my point is people are doing this in Nigeria.",2018-03-31 06:18:37
Bunkering business? Haha what a wawu. Security officials are well aware and involved according to a paper by the Chatham house (Nigeria’s Criminal Crude: international options to combat the export of stolen oil). #StopTheSoot,2018-03-31 06:17:05
"@NigeriainfoAbj Taraba state govt officials say they have lost confidence in our security. Bring back our army, group demand. Nigeria has been raped &amp; its land desecrated by so called cabals. Who can rescue the nation?",2018-03-31 05:58:16
"@dadiyata @2019_ForPDP @itz_imaam @deeejerh @APCNigeria @MBuhari @aishambuhari @fkeyamo @realFFK @GovAyoFayose @renoomokri @OfficialPDPNig  I pity our country cos the way I'm seeing it in the next 2 yrs Nigeria fit become Somalia, that's if the govt don't do something abt our security haba what's this",2018-03-31 05:50:34
"@Gidi_Traffic @heylagos @demnature Just what a true leader should be. Exactly what we need in Nigeria. Our leaders are always heavily guarded because they have looted the treasury dry instead providing amenities, jobs, security that will mitigate crime. Character, Competence and Capacity come 2019",2018-03-31 05:44:48
"We are committed to restoration of peace and security in North Eastern States Nigeria, join in… https://t.co/5DSANhitkT",2018-03-31 05:26:36
"In order to enhance security throughout the Easter festivities in the nation's capital, no fewer than 3,000 personnel of the Nigeria Security and Civil Defence Corps (NSCDC) have been deployed to strategic places in... https://t.co/nUTmJk96rQ",2018-03-31 05:19:00
"@NGRPresident @HQNigerianArmy Amen.. but this has been our usual way.. what will become of their loved ones.. what will Nigeria govt do.. It is a pity to see situation of the widows of late soldiers and other security agents,, but criminal senators  and house members receive 13.5m every month. God judge them",2018-03-31 05:05:46
"The state commandant of the Nigeria Security and Civil Defence Corps (NSCDC), Niger State,  Philip Ayuba has  approved the deployments of  1500 of it’s officer and men to ensure security... https://t.co/byy7HTGhdC",2018-03-31 05:04:44
"Killings: Weve lost confidence in FGs security apparatus, says Taraba govt https://t.co/s9T50KbWz5",2018-03-31 04:40:59
Christian youths demand immediate release of Leah: The southern Youth Wing of Christian Association of Nigeria (YOWICAN) yesterday pleaded with the Federal Government and the security agencies to adopt all necessary measures to ensure the immediate… https://t.co/CoV7OKd5Bh,2018-03-31 04:39:00
@AdeolaFayehun The shithole politicians of Nigeria are afraid and waste our money flying business class because:they did not labour to get those money; they don't know the economic and social value of money;they lack focus; they know they are criminals. Normally #thieves are security conscious.,2018-03-31 04:02:50
"US Commercial Service, McAfee advocate protection of digital assets Ife Ogunfuwa
The United States Commercial Service in Nigeria in collaboration with a US cyber-security company, McAfee Incorporated, has... https://t.co/oOhFntfXHy",2018-03-31 02:45:33
"The quality of a Nigerian leader’s decision making depends on the quality of information they get. I believe our biggest problem is “eye service” and sycophancy. For a leader to transcend those, they must leave their cocoon of pseudo security. This week proves it all in Nigeria.",2018-03-31 02:09:35
The Continued Failure of the Nigeria’s Security Agencies to Protect the Lives of the People -By https://t.co/Brj3a6UDuB https://t.co/VrBx8tv6q9,2018-03-31 01:34:03
"@CNN @CNNOpinion What we have in Nigeria is NOT police, but'Follies',meaning untrained/untrainable security men agency. #FrustratedElements",2018-03-31 00:53:02
Groups Plotting To Disrupt Nigeria’s 2019 Election- Security Chiefs https://t.co/WwnWtMpa1F https://t.co/2M2Oho7oIO,2018-03-31 00:34:36
Cyber Security Specialist at Deloitte Nigeria https://t.co/4flmt7Z6Gs https://t.co/TE7QXl0giv,2018-03-31 00:21:52
#Nigeria: Food Security: Buhari Calls For More Investment In Research And Dev. https://t.co/iEP3HauPon,2018-03-31 00:15:23
#Nigeria: Food Security: Buhari Calls For More Investment In Research And Dev. https://t.co/SxIXbHKM2f,2018-03-31 00:15:14
Groups Plotting To Disrupt Nigeria’s 2019 Election- Security Chiefs https://t.co/WMJYYvCULf,2018-03-31 00:09:31
"South west governors to embark on rice project - https://t.co/rgCi228Fs5 Governors in the South-Western region of Nigeria, have agreed to execute a Rice Accelerated Programme for Integrated Development (Western RAPID) to facilitate food security and job creation in the region.... https://t.co/w8plp0Ny37",2018-03-30 23:53:38
"Aviation security personnel set to carry arms â€“ FG Okechukwu Nnodim and Maureen Ihua-Maduenyi
Aviation security personnel of the Federal Airports Authority of Nigeria will soon be... https://t.co/AUdQSluVX9",2018-03-30 23:50:12
Killings: Governor Yari orders security agents to ‘kill on sight’ https://t.co/CI96lWkC7D via @todayng https://t.co/ohbHF6jVVO,2018-03-30 23:34:01
Killings: Governor Yari orders security agents to ‘kill on sight’ https://t.co/fmGDKIwtXy https://t.co/e5oa2J9A8E,2018-03-30 23:27:03
@segalink @DrJoeAbah @Omojuwa pls help are security officers or what cos I don't get we are not safe in Nigeria @MBuhari @NGRPresident https://t.co/hkyTl2G1F0,2018-03-30 23:23:26
KSM Nigeria Tasks Govt On Security of Lives And Property https://t.co/86q4ru8mU3,2018-03-30 23:12:10
Cyber Security Specialist at Deloitte Nigeria - https://t.co/RrTPRmwPym,2018-03-30 22:37:48
Groups With 'Evil Designs' Plotting To Disrupt Nigeria's 2019 Election- Security Chiefs: ... appealed for media support to enable the agency to reform and remain focused on tackling the challenges of international nature facing the nation which included… https://t.co/nLeF6Lq20v,2018-03-30 22:37:01
Killings: Governor Yari orders security agents to ‘kill on sight’ https://t.co/unhUIp4yC4 https://t.co/4MZmep87Gr,2018-03-30 22:02:04
"My thought on Naomi Campbell Visit: 
Like all free people, she has a right to be in #Nigeria, to honor invitation to attend any event, to have selfie with anyone including Mr President if the protocol/security permits.",2018-03-30 21:55:32
"What this government is doing,I think is something irrational concerning security issue in my country Nigeria.
It was rather unfortunate the abduction and returning of dapchi girls in a manner that we can call a drama,in which the actors acted without scripts.",2018-03-30 20:44:05
@MobilePunch So how did she get access to the President of Nigeria? Shouldn't his security aides be fired?,2018-03-30 20:33:30
"Mr Jude Unim, the supervisor of the park gave the assurance in an interview with the News Agency of Nigeria (NAN) in Abuja on Friday. As Christians prepare to celebrate Easter on Sunday,... https://t.co/RUibnnkjS0",2018-03-30 20:11:30
"@BleacherReport Quite emotional. A lot of talents are in Nigeria but security, politics, lack of opportunity, and a lot of factors just kills it. Wish him all the best.",2018-03-30 20:08:27
Groups With 'Evil Designs' Plotting To Disrupt Nigeria's 2019 Election- Security Chiefs | Sahara Reporters https://t.co/JNdZUcfeSB,2018-03-30 19:57:48
"#LatestNews: Zamfara Killings: Shoot to kill, Governor orders security agencies

Over 30 people were killed by armed bandits in the latest attack.

The post Zamfara Killings: Shoot to kill, Governor orders security agencies appeared first on Premium Times Nigeria.",2018-03-30 19:46:05
"Retweeted Nnamdi Obasi (@NnamdiObasi):

#NIGERIA | Sorry, Commander-in-Chief and VP were away to #Lagos, attending Bola Tinubu Colloquium and opening new bus terminal! And #Kaduna’s Chief Security Officer, Gov... https://t.co/E9flSQahFZ",2018-03-30 19:23:11
Security Specialist - NIGERIA (All nations can apply) https://t.co/mRAOf3Vxzo,2018-03-30 19:22:25
Easter: Millennium Park officials assures visitors of Maximum security  | https://t.co/z8bhyRWtvy,2018-03-30 19:21:25
Field Safety Adviser - NIGERIA (All nations can apply) https://t.co/Mu3D17Brfu,2018-03-30 19:14:36
Security Chiefs Uncover Plan To Disrupt 2019 Elections — Leadership Nigeria Newspapers https://t.co/vcTSexTwDR,2018-03-30 19:01:01
Groups With 'Evil Designs' Plotting To Disrupt Nigeria's 2019 Election- Security Chiefs https://t.co/Z5EAkHBIs9 https://t.co/hYnfNsUdV3,2018-03-30 18:55:40
"Retweeted Nnamdi Obasi (@NnamdiObasi):

#NIGERIA is not fighting any external enemy. But it is increasingly troubled by multiple internal demons, that have dragged the #army into security operations in virtually... https://t.co/xnxB7EQQb0",2018-03-30 18:49:32
"Retweeted Nnamdi Obasi (@NnamdiObasi):

#NIGERIA is not fighting any external enemy. But it is increasingly troubled by multiple internal demons, that have dragged the #army into security operations in virtually all 36... https://t.co/BbPqEvAV4J",2018-03-30 18:49:26
"Just like Borno, these criminals always attack the poor, then the helpless security personnel who always come as a pawn in a chess board! Again its a crime to be poor in a country called Nigeria!",2018-03-30 18:40:07
"ALWAYS –ON SSL (AOSSL), AN IMPORTANT SECURITY TO CONSIDER BY COMPANY AND THOSE WHO https://t.co/WI4pNH4A0s #Nigeria,#lagos,#abuja,#website",2018-03-30 18:24:24
"Retweeted Sahara Reporters (@SaharaReporters):

Nigeria’s security chiefs have raised an alarm that some groups with ‘evil intentions’ are planning to disrupt the 2019 general elections with a view to creating... https://t.co/bQGBO4P0ZY",2018-03-30 18:18:25
You obviously don't rate us..does the president even know her? Plus of what economic importance is Naomi Campbell to Nigeria assuming they even ran into each other; so the security detail of the president was soft pedaled to accommodate her on the tour? Well done 👏 https://t.co/8R6uQN7T1b,2018-03-30 18:18:19
"Wanted Boko Haram Terrorist, Three Others Arrested By Security Operatives https://t.co/2egdDx5TZo #nigeria",2018-03-30 18:15:41
"Kogi Agric policies have enhanced food security and provided jobs for our teeming youth. It has also helped reduce insecurity challenges. We are now the top Cashew and Cassava producers in Nigeria. From Omi to Osara and to Ibaji, lives are changing thru agric #KogiSilentImpacts",2018-03-30 18:14:22
Groups With 'Evil Designs' Plotting To Disrupt Nigeria's 2019 Election- Security Chiefs https://t.co/IXvXyPaRmu,2018-03-30 18:08:30
Killings: Governor Yari Orders Security Agents To ‘kill On Sight #Nigeria #Security https://t.co/E308ZzgFw6 https://t.co/SbXvVL46NZ,2018-03-30 18:04:51
SMS Ltd. Fighting Maritime Crime Worldwide! #Piracy #Security #Crime #Somalia #Marine #Offshore #Shipping #Risk #Africa #HornOfAfrica #Nigeria #WestAfrica #EastAfrica #NigerDelta #Asia #SoutheastAsia #MalaccaStrait #Singapore https://t.co/gQTIG9iJuV,2018-03-30 17:50:19
"Will a new database on police and security forces being trialled in Nigeria, Egypt, and Mexico become a major new tool in tracking down rights abusers? https://t.co/YwSOAbcSJ5",2018-03-30 17:50:02
Security Marine Manager - Fircroft https://t.co/2VBEwQnZWE https://t.co/yNBKXpL75y,2018-03-30 17:46:03
Groups With 'Evil Designs' Plotting To Disrupt Nigeria's 2019 Election- Security Chiefs https://t.co/czfaopwa0E https://t.co/GZyEIDmHd1,2018-03-30 17:43:30
"@astronreal @Queenanette @emmanuelsondeji @stalyf Is Bill Gate the President of Nigeria? Wait till Trump comes. Because most times people like you don't understand how protecting a President works,you are permitted to run your fingers.  They might close the roads and he uses helicopter ,depends on security arrangement .",2018-03-30 17:24:51
Killings: Governor Yari orders security agents to ‘kill on sight’ https://t.co/wEIKOFFhxA via @todayng https://t.co/IkRadYrI7R,2018-03-30 17:20:05
@NGRPresident @HQNigerianArmy Amen. Pls our security as Nigerians is of paramount importance. Govt shoulp put adequate measures in oda to improved frm d current situation. God bless Nigeria,2018-03-30 17:19:23
"#NIGERIA | Sorry, Commander-in-Chief and VP were away to #Lagos, attending Bola Tinubu Colloquium and opening new bus terminal! And #Kaduna’s Chief Security Officer, Gov @elrufai also couldn’t make it, so sent SSG Balarabe Abbas. Not a way to honour SACRIFICE for a NATION! https://t.co/JQ2ovguHh6",2018-03-30 17:14:24
@SaharaReporters @T_Bakare @MBuhari He knows security goons would have shut down any town hall meeting held in Nigeria. Still don't trust him though,2018-03-30 17:13:35
Killings: Governor Yari orders security agents to ‘kill on sight’ https://t.co/z71THpNf6i https://t.co/15f7tyaVc2,2018-03-30 17:12:07
"Abduction: Police advised Borno Govt. to merge school to enhance protection

Hamza Suleiman

The Nigeria Police advised the Borno Government to merge some schools in remote locations to enhance the security of... https://t.co/Qb9As4uP8u",2018-03-30 17:09:52
Bawan Daji Attack: Gov. Yari orders security agents to ‘kill on sight’  | https://t.co/z8bhyRWtvy,2018-03-30 16:57:53
Groups With 'Evil Designs' Plotting To Disrupt Nigeria's 2019 Election- Security Chiefs - https://t.co/6XE8OjnfX2 https://t.co/bKs1OynKYc,2018-03-30 16:54:43
Groups With ‘Evil Designs’ Plotting To Disrupt Nigeria’s 2019 Election- Security Chiefs https://t.co/J6DpZrppwk https://t.co/V5mgfvwTe8,2018-03-30 16:54:16
@mariacaulfield Please support #BIAFRAREFERENDUM say No to injustices against #Biafrans by #Nigerian security services #Buhari #Fulani-herdsmen #Bokoharam. Save the #Christians in #Nigeria https://t.co/9F7QQMrlQr,2018-03-30 16:45:30
@tvcnewsng When u cant provide security for those in ur custody is it the general public numbering millions u can provide for ....Nigeria security system has failed #jh,2018-03-30 16:34:55
"@tvcnewsng @BabajideOtitoju Are they actually Nigerians? If they are,where do they get the AK47? Since it is clear that they are bandits, hoodlums and terrorists, what is stopping Nigeria security agents from going after them.Are they untouchable?",2018-03-30 16:31:23
@tvcnewsng Would we say the large landscape in the north a disadvantage to Nigeria? The population there should necessitate high numbers of regularly paid Security personnel in order to keep peace in these regions. #jh,2018-03-30 16:25:41
"@UnitedPurposeNG The emerging conflict, safety &amp; security issues in Nigeria calls for capacity building on conflict sensitive project design &amp; management @UnitedPurposeNG @WaterAidNigeria @UNICEF_Nigeria @ideenigeria16 @FMWRNigeria @AminaJMohammed @ekemma @SuunenA @Canada @EUinNigeria @DrJoeAbah",2018-03-30 16:23:28
@tvcnewsng @hazucall They are Nigerians very willing to join the security forces of Nigeria but they are not recruited. Better still the country should recall retired soldiers who are still fit and would want to serve. #JH,2018-03-30 16:22:47
"@akintonmide This!!! Every major artiste in Nigeria has like 2-3 at their service. Yahoo boy has another 2, politicians and their families. The list is long. I see no reason why artistes can't get private security for themselves. Guess it cos of the arms police bear tho.",2018-03-30 16:18:37
"Wanted Boko Haram Terrorist, 3 Others Arrested – Nigeria Army https://t.co/HXElqC2Onq",2018-03-30 16:15:53
Groups With 'Evil Designs' Plotting To Disrupt Nigeria's 2019 Election- Security Chiefs https://t.co/v8fFnr7LIM https://t.co/jnxd4NwSHU,2018-03-30 16:05:04
Politics &amp; Governance Episode 13 -  State Policing in Nigeria @ewetoladara #politics #security #Nigeria... https://t.co/PYtaY73q9j,2018-03-30 16:00:21
Groups With 'Evil Designs' Plotting To Disrupt Nigeria's 2019 Election- Security Chiefs https://t.co/AvROdUFijH https://t.co/6Y2luiRUJc,2018-03-30 15:59:06
Groups With 'Evil Designs' Plotting To Disrupt Nigeria's 2019 Election- Security Chiefs https://t.co/Vjhc9RNjnm https://t.co/ReNj7EuiCD,2018-03-30 15:54:58
Groups With 'Evil Designs' Plotting To Disrupt Nigeria's 2019 Election- Security Chiefs https://t.co/zFkN6xIfR6,2018-03-30 15:49:45
Groups With 'Evil Designs' Plotting To Disrupt Nigeria's 2019 Election- Security Chiefs https://t.co/92AxnjmS5H,2018-03-30 15:44:22
"@channelstv @seunokin I'm not seeing projection for the economy, electricity, food &amp; security... I didn't see this in the #BTC10. 

We need a plan and more importantly executive action not majorly on error of the past. 

WE NEED A WAY FORWARD, NIGERIA.",2018-03-30 15:26:41
